,ic,ev,label
chr5_r_c35081,55,0,NO
chr5_r_c35801,72,0,NO
chr5_r_c35875,82,0,NO
chr5_r_c36013,164,0,NO
chr5_r_c36498,271,0,NO
chr5_r_c36553,54,0,NO
chr5_r_c36583,61,0,NO
chr5_r_c36891,292,0,NO
chr5_r_c36945,69,0,NO
chr5_r_c36973,48,0,NO
chr5_r_c37156,283,0,NO
chr5_r_c37213,79,0,NO
chr5_r_c37245,56,0,NO
chr5_r_c37662,294,0,NO
chr5_r_c37725,75,0,NO
chr5_r_c37852,93,2,NO
chr5_r_c38281,49,0,NO
chr5_r_c38323,50,0,NO
chr5_r_c38708,168,0,NO
chr5_r_c38709,1299,12,NO
chr5_r_c38878,87,0,NO
chr5_r_c3911,386,1,NO
chr5_r_c39342,294,0,NO
chr5_r_c3961,85,0,NO
chr5_r_c39727,54,0,NO
chr5_r_c39735,410,20,NO
chr5_r_c39756,162,0,NO
chr5_r_c39759,63,0,NO
chr5_r_c39762,59,0,NO
chr5_r_c39916,49,1,NO
chr5_r_c39977,424,849,YES
chr5_r_c40028,62,0,NO
chr5_r_c40032,52,0,NO
chr5_r_c40076,154,0,NO
chr5_r_c40106,298,1,NO
chr5_r_c40170,113,0,NO
chr5_r_c40195,267,0,NO
chr5_r_c40197,161,0,NO
chr5_r_c40316,265,11,NO
chr5_r_c40624,119,2096,YES
chr5_r_c40628,110,0,NO
chr5_r_c40665,110,0,NO
chr5_r_c40731,438,0,NO
chr5_r_c41229,93,0,NO
chr5_r_c41253,298,0,NO
chr5_r_c41597,50,0,NO
chr5_r_c41786,164,0,NO
chr5_r_c41859,96,2,NO
chr5_r_c42546,70,0,NO
chr5_r_c42610,569,2,NO
chr5_r_c42740,58,0,NO
chr5_r_c42743,266,0,NO
chr5_r_c42771,1427,59,YES
chr5_r_c42855,64,1,NO
chr5_r_c42930,47,0,NO
chr5_r_c42971,142,0,NO
chr5_r_c43077,441,0,NO
chr5_r_c43144,56,0,NO
chr5_r_c43150,93,0,NO
chr5_r_c43171,63,0,NO
chr5_r_c43203,140,0,NO
chr5_r_c43350,218,0,NO
chr5_r_c4360,463,2,NO
chr5_r_c43834,3028,69,YES
chr5_r_c43837,350,28,YES
chr5_r_c43840,5794,134,YES
chr5_r_c43841,32654,377,YES
chr5_r_c43842,15237,360,YES
chr5_r_c43843,587,13,NO
chr5_r_c43844,447,3,NO
chr5_r_c43845,78,1,NO
chr5_r_c43929,148,0,NO
chr5_r_c43953,53,0,NO
chr5_r_c44006,388,1,NO
chr5_r_c44052,300,2,NO
chr5_r_c44053,53,0,NO
chr5_r_c44431,287,1,NO
chr5_r_c44853,103,0,NO
chr5_r_c44880,63,0,NO
chr5_r_c44960,162,0,NO
chr5_r_c45083,558,1,NO
chr5_r_c45357,78,0,NO
chr5_r_c45564,234,0,NO
chr5_r_c45698,95,2,NO
chr5_r_c45881,79,0,NO
chr5_r_c4598,106,0,NO
chr5_r_c45984,181,0,NO
chr5_r_c46061,684,0,NO
chr5_r_c46094,54,0,NO
chr5_r_c46183,63,0,NO
chr5_r_c46235,60,0,NO
chr5_r_c46260,143,0,NO
chr5_r_c46262,13723,24622,YES
chr5_r_c46293,184,1,NO
chr5_r_c46320,1644,4,NO
chr5_r_c4677,263,0,NO
chr5_r_c46848,110,0,NO
chr5_r_c46934,119,0,NO
chr5_r_c46975,170,0,NO
chr5_r_c47118,123,0,NO
chr5_r_c47243,48,0,NO
chr5_r_c47336,7069,13,NO
chr5_r_c47617,77,0,NO
chr5_r_c47665,61,0,NO
chr5_r_c47766,289,0,NO
chr5_r_c47799,79,0,NO
chr5_r_c47960,182,0,NO
chr5_r_c48108,51,0,NO
chr5_r_c48217,160,0,NO
chr5_r_c48346,209,0,NO
chr5_r_c48668,48,0,NO
chr5_r_c48781,95,0,NO
chr5_r_c49073,53,2,NO
chr5_r_c49109,65,0,NO
chr5_r_c49233,519,0,NO
chr5_r_c49456,443,1,NO
chr5_r_c49563,675,2,NO
chr5_r_c49626,1763,1,NO
chr5_r_c49732,261,0,NO
chr5_r_c49927,184,1,NO
chr5_r_c49969,159,0,NO
chr5_r_c49994,1164,1,NO
chr5_r_c5001,59,0,NO
chr5_r_c50030,109,2,NO
chr5_r_c50038,55,2,NO
chr5_r_c50041,90,1,NO
chr5_r_c50044,60,14,NO
chr5_r_c50054,58,0,NO
chr5_r_c50056,171,4,NO
chr5_r_c50059,69,1,NO
chr5_r_c50061,285,15,NO
chr5_r_c50062,65096,1649,YES
chr5_r_c50069,74,0,NO
chr5_r_c50074,56,0,NO
chr5_r_c50076,171,0,NO
chr5_r_c50078,1070,11,NO
chr5_r_c50080,2020,0,NO
chr5_r_c50090,56,3,NO
chr5_r_c50296,278,0,NO
chr5_r_c50308,335,1,NO
chr5_r_c50334,257,0,NO
chr5_r_c50936,62,0,NO
chr5_r_c51066,51,0,NO
chr5_r_c51268,96,0,NO
chr5_r_c5129,364,0,NO
chr5_r_c51309,184,0,NO
chr5_r_c51354,78,0,NO
chr5_r_c51387,101,0,NO
chr5_r_c52246,730,0,NO
chr5_r_c52253,56,3,NO
chr5_r_c52659,127,54,YES
chr5_r_c52691,47,0,NO
chr5_r_c52959,89,0,NO
chr5_r_c53044,774,20,NO
chr5_r_c53045,417,16,NO
chr5_r_c53047,49,2,NO
chr5_r_c53051,254,9,NO
chr5_r_c53053,51,1,NO
chr5_r_c53054,97,4,NO
chr5_r_c53056,99,6,NO
chr5_r_c53058,107,5,NO
chr5_r_c53059,98,4,NO
chr5_r_c53063,69,0,NO
chr5_r_c53065,525,2,NO
chr5_r_c53066,93,0,NO
chr5_r_c53067,121,1,NO
chr5_r_c53072,587,28,YES
chr5_r_c53074,109,4,NO
chr5_r_c53075,80,3,NO
chr5_r_c53078,72,1,NO
chr5_r_c53081,117,4,NO
chr5_r_c53082,93,1,NO
chr5_r_c53089,58,0,NO
chr5_r_c53096,96,3,NO
chr5_r_c53099,218,7,NO
chr5_r_c53100,55,3,NO
chr5_r_c53102,187,7,NO
chr5_r_c53109,71,2,NO
chr5_r_c53111,106,2,NO
chr5_r_c53114,59,2,NO
chr5_r_c53119,53,0,NO
chr5_r_c53128,129,11,NO
chr5_r_c53470,56,0,NO
chr5_r_c53977,63,0,NO
chr5_r_c54060,63,0,NO
chr5_r_c54252,83,0,NO
chr5_r_c54310,92,0,NO
chr5_r_c54580,76,0,NO
chr5_r_c54690,65,1,NO
chr5_r_c54749,59,0,NO
chr5_r_c55048,193,3,NO
chr5_r_c5505,278,0,NO
chr5_r_c55161,63,0,NO
chr5_r_c5520,58,0,NO
chr5_r_c55377,155,0,NO
chr5_r_c55417,1047,39,YES
chr5_r_c55497,56,2,NO
chr5_r_c55508,149,0,NO
chr5_r_c56140,51,0,NO
chr5_r_c56170,284,0,NO
chr5_r_c56191,360,0,NO
chr5_r_c56517,1070,3,NO
chr5_r_c56595,48,0,NO
chr5_r_c5677,72,174,YES
chr5_r_c57000,76,2,NO
chr5_r_c57098,72,0,NO
chr5_r_c57143,318,2,NO
chr5_r_c57415,90,0,NO
chr5_r_c57451,413,24,YES
chr5_r_c57475,57,0,NO
chr5_r_c57576,345,1,NO
chr5_r_c57609,157,0,NO
chr5_r_c58106,60,0,NO
chr5_r_c58112,84,4,NO
chr5_r_c58116,59,0,NO
chr5_r_c58491,198,0,NO
chr5_r_c5858,56,0,NO
chr5_r_c58763,64,0,NO
chr5_r_c58794,296,0,NO
chr5_r_c59080,51,0,NO
chr5_r_c5911,54,0,NO
chr5_r_c5913,348,4,NO
chr5_r_c59212,51,0,NO
chr5_r_c59461,50,0,NO
chr5_r_c60234,363,0,NO
chr5_r_c60431,244,1,NO
chr5_r_c60683,200,0,NO
chr5_r_c60684,112,0,NO
chr5_r_c60871,50,0,NO
chr5_r_c60883,97,1,NO
chr5_r_c61462,47,0,NO
chr5_r_c61709,47,2,NO
chr5_r_c618,127,0,NO
chr5_r_c61801,80,0,NO
chr5_r_c62104,678,1,NO
chr5_r_c62113,51,4,NO
chr5_r_c62124,74,0,NO
chr5_r_c6218,101,2,NO
chr5_r_c6226,53,2,NO
chr5_r_c62415,915,0,NO
chr5_r_c62418,2125,4,NO
chr5_r_c62666,196,0,NO
chr5_r_c62671,106,0,NO
chr5_r_c62718,82,0,NO
chr5_r_c62801,618,0,NO
chr5_r_c62865,59,0,NO
chr5_r_c62978,79,0,NO
chr5_r_c62988,163,2,NO
chr5_r_c63280,1967,0,NO
chr5_r_c63302,205,5,NO
chr5_r_c63382,138,0,NO
chr5_r_c63401,105,0,NO
chr5_r_c63402,52,0,NO
chr5_r_c63403,49,0,NO
chr5_r_c63536,241,6,NO
chr5_r_c63670,159,0,NO
chr5_r_c63881,54,0,NO
chr5_r_c63999,70,0,NO
chr5_r_c64011,47,0,NO
chr5_r_c64095,176,0,NO
chr5_r_c64166,303,0,NO
chr5_r_c64203,48,1,NO
chr5_r_c64527,97,0,NO
chr5_r_c64651,416,5,NO
chr5_r_c64681,74,0,NO
chr5_r_c64987,131,0,NO
chr5_r_c65017,286,4,NO
chr5_r_c65133,109,65,YES
chr5_r_c65296,82,1,NO
chr5_r_c65350,69,0,NO
chr5_r_c65407,66,1,NO
chr5_r_c65433,409,3,NO
chr5_r_c65472,253,0,NO
chr5_r_c65499,143,0,NO
chr5_r_c65670,130,3,NO
chr5_r_c65861,106,0,NO
chr5_r_c6594,216,0,NO
chr5_r_c65997,85,2,NO
chr5_r_c66033,363,1,NO
chr5_r_c66292,346,0,NO
chr5_r_c6641,97,0,NO
chr5_r_c66608,204,1,NO
chr5_r_c66708,123,0,NO
chr5_r_c66762,303,0,NO
chr5_r_c67324,90,0,NO
chr5_r_c67659,84,0,NO
chr5_r_c67803,71,0,NO
chr5_r_c67820,60,0,NO
chr5_r_c68425,444,0,NO
chr5_r_c68847,86,1,NO
chr5_r_c68994,89,3,NO
chr5_r_c69017,119,0,NO
chr5_r_c69052,180,0,NO
chr5_r_c69319,600,2,NO
chr5_r_c69341,72,0,NO
chr5_r_c69480,60,0,NO
chr5_r_c69533,102,0,NO
chr5_r_c69690,47,0,NO
chr5_r_c69729,585,3,NO
chr5_r_c70081,47,0,NO
chr5_r_c70136,173,0,NO
chr5_r_c70139,78,3,NO
chr5_r_c70140,139,1,NO
chr5_r_c70142,477,1,NO
chr5_r_c70143,95,1,NO
chr5_r_c70147,732,40,YES
chr5_r_c70148,573,34,YES
chr5_r_c70149,394,12,NO
chr5_r_c70150,133,5,NO
chr5_r_c70152,1093,35,YES
chr5_r_c70153,483,27,YES
chr5_r_c70157,103,17,NO
chr5_r_c70158,1852,52,YES
chr5_r_c70159,405,7,NO
chr5_r_c70160,838,35,YES
chr5_r_c70161,879,13,NO
chr5_r_c70163,270,10,NO
chr5_r_c70164,63,2,NO
chr5_r_c70166,51,1,NO
chr5_r_c70167,220,7,NO
chr5_r_c70168,243,4,NO
chr5_r_c70174,628,3,NO
chr5_r_c70175,1704,115,YES
chr5_r_c70176,94,2,NO
chr5_r_c70177,696,27,YES
chr5_r_c70180,2578,83,YES
chr5_r_c70182,541,19,NO
chr5_r_c70183,598,5,NO
chr5_r_c70184,99,2,NO
chr5_r_c70186,1136,53,YES
chr5_r_c70187,253,8,NO
chr5_r_c70189,128,6,NO
chr5_r_c70190,3741,5,NO
chr5_r_c70191,154,6,NO
chr5_r_c70195,237,0,NO
chr5_r_c70234,92,0,NO
chr5_r_c70249,302,5,NO
chr5_r_c70345,8888,6,NO
chr5_r_c70424,93,1,NO
chr5_r_c70432,443,4,NO
chr5_r_c7078,613,2,NO
chr5_r_c7080,90,1,NO
chr5_r_c70815,114,0,NO
chr5_r_c70879,53,0,NO
chr5_r_c71122,50,0,NO
chr5_r_c71218,10518,38,YES
chr5_r_c71333,58,0,NO
chr5_r_c7150,53,0,NO
chr5_r_c71522,61,0,NO
chr5_r_c71614,82,0,NO
chr5_r_c71632,139,0,NO
chr5_r_c71640,96,0,NO
chr5_r_c7193,174,0,NO
chr5_r_c71936,54,1,NO
chr5_r_c72041,1187,18,NO
chr5_r_c72114,134,0,NO
chr5_r_c72119,74,7,NO
chr5_r_c72129,76,4,NO
chr5_r_c72145,128,3,NO
chr5_r_c7230,55,1,NO
chr5_r_c72532,99,6,NO
chr5_r_c72595,1718,1,NO
chr5_r_c7260,51,0,NO
chr5_r_c72703,390,0,NO
chr5_r_c72925,77,0,NO
chr5_r_c72986,746,1,NO
chr5_r_c72993,13062,40,YES
chr5_r_c7348,159,0,NO
chr5_r_c73605,77,0,NO
chr5_r_c7363,79,0,NO
chr5_r_c73847,196,0,NO
chr5_r_c73863,113,0,NO
chr5_r_c74153,141,0,NO
chr5_r_c74191,1625,0,NO
chr5_r_c7427,77,0,NO
chr5_r_c74420,124,1,NO
chr5_r_c74545,236,1890,YES
chr5_r_c74840,56,0,NO
chr5_r_c74957,85,2,NO
chr5_r_c75029,67,0,NO
chr5_r_c75115,80,1,NO
chr5_r_c75168,215,1,NO
chr5_r_c75258,71,4,NO
chr5_r_c75259,326,0,NO
chr5_r_c75365,112,0,NO
chr5_r_c75368,47,3,NO
chr5_r_c75374,180,0,NO
chr5_r_c75738,52,0,NO
chr5_r_c75760,185,0,NO
chr5_r_c76066,58,0,NO
chr5_r_c76389,247,0,NO
chr5_r_c76776,4775,40,YES
chr5_r_c76996,173,0,NO
chr5_r_c77002,697,0,NO
chr5_r_c77172,261,0,NO
chr5_r_c77187,204,0,NO
chr5_r_c77646,56,0,NO
chr5_r_c77753,99,0,NO
chr5_r_c77960,352,0,NO
chr5_r_c78586,47,0,NO
chr5_r_c79089,65,0,NO
chr5_r_c79360,124,0,NO
chr5_r_c79492,72,2,NO
chr5_r_c79853,91,0,NO
chr5_r_c79964,82,0,NO
chr5_r_c80122,51,0,NO
chr5_r_c80205,239,0,NO
chr5_r_c80220,120,2,NO
chr5_r_c80398,1315,0,NO
chr5_r_c80460,61,0,NO
chr5_r_c80478,143,0,NO
chr5_r_c80479,15483,141,YES
chr5_r_c80848,140,1,NO
chr5_r_c81315,446,2,NO
chr5_r_c8135,358,0,NO
chr5_r_c81668,162,0,NO
chr5_r_c81887,266,38,YES
chr5_r_c82057,126,0,NO
chr5_r_c82223,63,2,NO
chr5_r_c82276,84,0,NO
chr5_r_c82319,97,0,NO
chr5_r_c8232,80,0,NO
chr5_r_c82453,888,0,NO
chr5_r_c82628,2007,1,NO
chr5_r_c82822,387,0,NO
chr5_r_c82988,581,7,NO
chr5_r_c83534,616,0,NO
chr5_r_c83728,65,0,NO
chr5_r_c83865,69,0,NO
chr5_r_c84050,47,0,NO
chr5_r_c84055,62,1,NO
chr5_r_c84171,171,0,NO
chr5_r_c8467,49,0,NO
chr5_r_c84710,122,0,NO
chr5_r_c84789,108,3,NO
chr5_r_c8515,131,2,NO
chr5_r_c85217,54,0,NO
chr5_r_c85429,833,0,NO
chr5_r_c8543,783,0,NO
chr5_r_c85451,106,0,NO
chr5_r_c85496,69,0,NO
chr5_r_c85598,89,1,NO
chr5_r_c85707,75,0,NO
chr5_r_c85749,61,0,NO
chr5_r_c85958,98,0,NO
chr5_r_c8604,102,1,NO
chr5_r_c86186,55,0,NO
chr5_r_c86358,406,2,NO
chr5_r_c86757,318,127,YES
chr5_r_c86758,49,3,NO
chr5_r_c86829,72,0,NO
chr5_r_c86936,79,0,NO
chr5_r_c86948,153,2,NO
chr5_r_c87118,171,0,NO
chr5_r_c87145,248,4,NO
chr5_r_c87518,202,0,NO
chr5_r_c8754,255,0,NO
chr5_r_c87840,181,0,NO
chr5_r_c87897,100,1026,YES
chr5_r_c87920,137,0,NO
chr5_r_c88,53,0,NO
chr5_r_c88042,187,0,NO
chr5_r_c88327,305,0,NO
chr5_r_c88397,251,9,NO
chr5_r_c88851,2289,64,YES
chr5_r_c88870,348,0,NO
chr5_r_c88929,743,0,NO
chr5_r_c89067,132,0,NO
chr5_r_c89123,1781,3,NO
chr5_r_c89134,49,0,NO
chr5_r_c89148,68,0,NO
chr5_r_c89214,212,0,NO
chr5_r_c89299,167,1,NO
chr5_r_c89416,59,0,NO
chr5_r_c89570,95,0,NO
chr5_r_c89901,51,0,NO
chr5_r_c89956,52,0,NO
chr5_r_c89963,201,2,NO
chr5_r_c90054,82,0,NO
chr5_r_c90231,155,0,NO
chr5_r_c90277,123,1,NO
chr5_r_c90510,49,0,NO
chr5_r_c90593,281,0,NO
chr5_r_c90601,59,0,NO
chr5_r_c90619,568,4,NO
chr5_r_c9074,118,0,NO
chr5_r_c911,114,0,NO
chr5_r_c91271,53,19,NO
chr5_r_c91708,50,0,NO
chr5_r_c91716,39876,287,YES
chr5_r_c91717,125,2,NO
chr5_r_c91735,59,0,NO
chr5_r_c91761,58,0,NO
chr5_r_c91882,3484,12,NO
chr5_r_c91901,53,0,NO
chr5_r_c91919,100,4,NO
chr5_r_c91988,47,0,NO
chr5_r_c92040,48,0,NO
chr5_r_c92196,121,3,NO
chr5_r_c92198,126,1,NO
chr5_r_c92202,56,0,NO
chr5_r_c92289,53,0,NO
chr5_r_c92791,112,0,NO
chr5_r_c92827,74,0,NO
chr5_r_c92919,59,0,NO
chr5_r_c9297,170,0,NO
chr5_r_c93029,49,0,NO
chr5_r_c93305,101,0,NO
chr5_r_c93364,82,1,NO
chr5_r_c93424,184,6,NO
chr5_r_c93458,134,1,NO
chr5_r_c93484,55,0,NO
chr5_r_c93509,66,5,NO
chr5_r_c93556,112,6,NO
chr5_r_c93573,74,0,NO
chr5_r_c93807,2596,0,NO
chr5_r_c93916,216,0,NO
chr5_r_c94026,101,1,NO
chr5_r_c94345,584,0,NO
chr5_r_c9454,172,0,NO
chr5_r_c94570,58,0,NO
chr5_r_c94594,56,0,NO
chr5_r_c94605,57,1,NO
chr5_r_c94656,322,6,NO
chr5_r_c94761,52,2,NO
chr5_r_c94948,62,4,NO
chr5_r_c94957,1885,14,NO
chr5_r_c95359,90,0,NO
chr5_r_c95366,84,4,NO
chr5_r_c95425,631,45,YES
chr5_r_c95516,49,0,NO
chr5_r_c95550,47,3,NO
chr5_r_c95961,182,0,NO
chr5_r_c95997,275,1,NO
chr5_r_c96113,619,136,YES
chr5_r_c96148,4214,6,NO
chr5_r_c9622,57,1,NO
chr5_r_c96361,52,1,NO
chr5_r_c96448,212,0,NO
chr5_r_c96658,440,0,NO
chr5_r_c96715,75,6,NO
chr5_r_c96819,65,21,YES
chr5_r_c96822,336,692,YES
chr5_r_c96827,270,0,NO
chr5_r_c96843,57,1,NO
chr5_r_c96861,479,1,NO
chr5_r_c96933,2072,1,NO
chr5_r_c97135,89,2,NO
chr5_r_c9716,50,0,NO
chr5_r_c9730,67,0,NO
chr5_r_c97317,62,1,NO
chr5_r_c97388,91,0,NO
chr5_r_c97390,260,0,NO
chr5_r_c97557,449,0,NO
chr5_r_c97579,53,0,NO
chr5_r_c978,129,0,NO
chr5_r_c98242,711,2,NO
chr5_r_c98257,237,0,NO
chr5_r_c98362,81,0,NO
chr5_r_c98416,111,0,NO
chr5_r_c98755,49,0,NO
chr5_r_c98804,1236,2,NO
chr5_r_c99058,102,0,NO
chr5_r_c9907,300,3,NO
chr5_r_c9909,48,0,NO
chr5_r_c99120,101,0,NO
chr5_r_c99388,64,0,NO
chr5_r_c99973,1085,1,NO
chr6_f_c100292,74,0,NO
chr6_f_c100430,145,0,NO
chr6_f_c100814,186,1,NO
chr6_f_c100891,56,1,NO
chr6_f_c101056,78,7,NO
chr6_f_c101107,136,0,NO
chr6_f_c101297,1770,0,NO
chr6_f_c101935,322,0,NO
chr6_f_c101974,120,0,NO
chr6_f_c101975,114,0,NO
chr6_f_c101976,127,1,NO
chr6_f_c101977,122,0,NO
chr6_f_c101978,103,0,NO
chr6_f_c101979,110,0,NO
chr6_f_c101980,111,1,NO
chr6_f_c101981,144,0,NO
chr6_f_c101982,109,0,NO
chr6_f_c101983,128,1,NO
chr6_f_c101984,125,0,NO
chr6_f_c101985,119,0,NO
chr6_f_c101986,116,0,NO
chr6_f_c102032,48,0,NO
chr6_f_c102157,50,0,NO
chr6_f_c102191,72,0,NO
chr6_f_c102341,72,0,NO
chr6_f_c102661,132,0,NO
chr6_f_c102997,140,0,NO
chr6_f_c103143,5107,7,NO
chr6_f_c103372,55,0,NO
chr6_f_c103447,56,0,NO
chr6_f_c103504,48,0,NO
chr6_f_c103506,51,0,NO
chr6_f_c103507,49,0,NO
chr6_f_c103570,207,0,NO
chr6_f_c103753,49,1,NO
chr6_f_c10383,2030,0,NO
chr6_f_c10544,104,0,NO
chr6_f_c10785,68,0,NO
chr6_f_c10825,49,1,NO
chr6_f_c1130,74,17,NO
chr6_f_c11541,78,1,NO
chr6_f_c11895,74,0,NO
chr6_f_c11911,61,7,NO
chr6_f_c11936,70,0,NO
chr6_f_c11953,50,1,NO
chr6_f_c11957,103,0,NO
chr6_f_c12019,92,0,NO
chr6_f_c12093,52,0,NO
chr6_f_c12125,153,0,NO
chr6_f_c12233,48,6,NO
chr6_f_c12243,188,3,NO
chr6_f_c12347,70,0,NO
chr6_f_c12505,200,0,NO
chr6_f_c12512,625,2,NO
chr6_f_c1253,378,0,NO
chr6_f_c12613,287,0,NO
chr6_f_c12802,301,0,NO
chr6_f_c12929,79,1,NO
chr6_f_c12937,71,0,NO
chr6_f_c13244,76,0,NO
chr6_f_c1327,284,1,NO
chr6_f_c13270,89,0,NO
chr6_f_c1333,50,0,NO
chr6_f_c13399,272,0,NO
chr6_f_c13539,419,5,NO
chr6_f_c13589,100,0,NO
chr6_f_c13799,62,0,NO
chr6_f_c13804,60,0,NO
chr6_f_c13966,65,0,NO
chr6_f_c13990,50,0,NO
chr6_f_c14021,4128,36,YES
chr6_f_c14137,178,0,NO
chr6_f_c14321,83,0,NO
chr6_f_c14355,48,0,NO
chr6_f_c14473,123,0,NO
chr6_f_c1472,52,0,NO
chr6_f_c15108,84,1,NO
chr6_f_c15253,162,2,NO
chr6_f_c15872,845,0,NO
chr6_f_c1597,203,0,NO
chr6_f_c15984,50,0,NO
chr6_f_c16070,94,0,NO
chr6_f_c16108,480,0,NO
chr6_f_c16249,258,1,NO
chr6_f_c16279,131,1,NO
chr6_f_c16418,254,1,NO
chr6_f_c16467,67,0,NO
chr6_f_c16650,93,0,NO
chr6_f_c17354,55,0,NO
chr6_f_c17394,324,0,NO
chr6_f_c17426,178,426,YES
chr6_f_c17504,47,0,NO
chr6_f_c17506,1842,185,YES
chr6_f_c17647,52,0,NO
chr6_f_c17733,55,0,NO
chr6_f_c17942,131,0,NO
chr6_f_c18010,54,0,NO
chr6_f_c18023,418,16,NO
chr6_f_c18030,75,4,NO
chr6_f_c18032,207,2,NO
chr6_f_c1807,53,0,NO
chr6_f_c18130,485,6,NO
chr6_f_c18131,125,0,NO
chr6_f_c18132,73,0,NO
chr6_f_c18219,2008,4,NO
chr6_f_c18246,79,2,NO
chr6_f_c18249,138,0,NO
chr6_f_c18317,227,6,NO
chr6_f_c18319,404,2,NO
chr6_f_c18320,418,4,NO
chr6_f_c18322,477,3,NO
chr6_f_c18442,90,2,NO
chr6_f_c18465,66,1,NO
chr6_f_c18467,201,3,NO
chr6_f_c18502,186,0,NO
chr6_f_c18567,72,0,NO
chr6_f_c18681,4439,316,YES
chr6_f_c18692,4505,27,YES
chr6_f_c18714,14671,29,YES
chr6_f_c18721,5802,438,YES
chr6_f_c18724,4861,17,NO
chr6_f_c18801,212,0,NO
chr6_f_c18863,124,0,NO
chr6_f_c18971,8964,261,YES
chr6_f_c19038,15195,13,NO
chr6_f_c19042,9219,11057,YES
chr6_f_c19085,6558,317,YES
chr6_f_c19087,3758,23,YES
chr6_f_c19090,3167,364,YES
chr6_f_c19092,15299,5825,YES
chr6_f_c19104,4078,21,YES
chr6_f_c19115,6977,26,YES
chr6_f_c19118,7574,30,YES
chr6_f_c19129,3684,17,NO
chr6_f_c19192,63,1,NO
chr6_f_c19198,136,0,NO
chr6_f_c19201,80,3,NO
chr6_f_c19210,90,0,NO
chr6_f_c19219,1252,2,NO
chr6_f_c19222,60,0,NO
chr6_f_c19228,119,0,NO
chr6_f_c19230,57,0,NO
chr6_f_c19242,367,0,NO
chr6_f_c19248,2304,6,NO
chr6_f_c19261,1133,12,NO
chr6_f_c19276,59,2,NO
chr6_f_c19278,1770,37,YES
chr6_f_c19283,1181,15,NO
chr6_f_c19300,1607,25,YES
chr6_f_c19417,848,4,NO
chr6_f_c19451,3540,357,YES
chr6_f_c19452,67,0,NO
chr6_f_c19458,3122,607,YES
chr6_f_c19492,124,4,NO
chr6_f_c19493,432,4,NO
chr6_f_c19495,52,2,NO
chr6_f_c19547,175,1,NO
chr6_f_c19549,795,0,NO
chr6_f_c19562,150,3,NO
chr6_f_c19569,9768,4538,YES
chr6_f_c19572,848,23,YES
chr6_f_c19618,93,2,NO
chr6_f_c19629,1351,35,YES
chr6_f_c19643,4378,5,NO
chr6_f_c19659,2448,1227,YES
chr6_f_c19690,109,5,NO
chr6_f_c19703,121,55,YES
chr6_f_c19716,62,2,NO
chr6_f_c19723,2113,1543,YES
chr6_f_c19727,2939,22,YES
chr6_f_c19729,2243,14,NO
chr6_f_c19734,4523,573,YES
chr6_f_c19855,4068,406,YES
chr6_f_c19858,12658,1328,YES
chr6_f_c19872,2913,421,YES
chr6_f_c19885,3296,428,YES
chr6_f_c19888,11508,1351,YES
chr6_f_c19905,6566,44,YES
chr6_f_c19917,2804,409,YES
chr6_f_c19929,3334,492,YES
chr6_f_c19948,1027,361,YES
chr6_f_c19961,3701,0,NO
chr6_f_c20000,558,1,NO
chr6_f_c20012,4855,166,YES
chr6_f_c20035,4563,34,YES
chr6_f_c20049,486,70,YES
chr6_f_c20064,40688,41,YES
chr6_f_c20102,1354,4,NO
chr6_f_c20141,4860,322,YES
chr6_f_c20172,97,1,NO
chr6_f_c20175,172,2,NO
chr6_f_c20176,82,0,NO
chr6_f_c20178,51,0,NO
chr6_f_c20189,121,0,NO
chr6_f_c20191,261,2,NO
chr6_f_c20218,127,1,NO
chr6_f_c20219,51,1,NO
chr6_f_c20237,264,6,NO
chr6_f_c20238,64,1,NO
chr6_f_c20264,73,0,NO
chr6_f_c20291,55,0,NO
chr6_f_c20293,82,3,NO
chr6_f_c20332,77,1,NO
chr6_f_c20392,178,3,NO
chr6_f_c20624,80,0,NO
chr6_f_c20710,4562,595,YES
chr6_f_c21018,276,0,NO
chr6_f_c21039,85,0,NO
chr6_f_c21051,57,0,NO
chr6_f_c21067,52,0,NO
chr6_f_c21083,500,7,NO
chr6_f_c21112,13520,22,YES
chr6_f_c21113,126,1,NO
chr6_f_c21132,53782,1295,YES
chr6_f_c21154,14465,290,YES
chr6_f_c21198,4530,1061,YES
chr6_f_c21204,6310,1032,YES
chr6_f_c21209,2072,33,YES
chr6_f_c21213,5725,1060,YES
chr6_f_c21238,11427,329,YES
chr6_f_c21255,1046,11,NO
chr6_f_c21340,1017,2,NO
chr6_f_c21362,2696,23,YES
chr6_f_c21377,3588,28,YES
chr6_f_c21446,10965,59,YES
chr6_f_c21449,2109,0,NO
chr6_f_c21453,3244,22,YES
chr6_f_c21465,28832,6433,YES
chr6_f_c21498,64806,52483,YES
chr6_f_c21516,2280,116,YES
chr6_f_c21563,81,0,NO
chr6_f_c21632,85,0,NO
chr6_f_c21806,292,3,NO
chr6_f_c21820,1201,0,NO
chr6_f_c21918,58,0,NO
chr6_f_c21940,171,0,NO
chr6_f_c22129,537,1,NO
chr6_f_c22283,449,0,NO
chr6_f_c22366,305,0,NO
chr6_f_c22567,87,2,NO
chr6_f_c22739,3187,58,YES
chr6_f_c2283,233,0,NO
chr6_f_c2323,68,0,NO
chr6_f_c23404,289,1,NO
chr6_f_c23536,90,0,NO
chr6_f_c2381,66,0,NO
chr6_f_c23897,83,0,NO
